ID,c1.txt_sc0,c10.txt_sc0,c11.txt_sc0,c12.txt_sc0,c13.txt_sc0,c14.txt_sc0,c14.txt_sc1,c14.txt_sc2,c14.txt_sc3,c15.txt_sc0,c16.txt_sc0,c17.txt_sc0,c18.txt_sc0,c19.txt_sc0,c2.txt_sc0,c20.txt_sc0,c21.txt_sc0,c22.txt_sc0,c22.txt_sc1,c22.txt_sc2,c22.txt_sc3,c22.txt_sc4,c23.txt_sc0,c3.txt_sc0,c4.txt_sc0,c5.txt_sc0,c6.txt_sc0,c7.txt_sc0,c8.txt_sc0,c9.txt_sc0
50,0,0,-1,14,0,0,0,100,0,0,0,0,0,15,0,2,0,-1,100,-1,-1,-1,0,0,0,0,0,0,3.140845,0
68,0,3,0.19047619,133,87.5,100,0,0,100,100,100,8,18,143,0.2777778,23,23,100,100,-1,100,-1,46,0.7222222,0,0,0,6,1.4917284,3
48,0,1,0.333333333,34,100,100,0,0,100,100,100,1,1,38,0,5,9,100,-1,-1,100,-1,0,0,0,0,0,5,1.8163772,0
32,0,0,0.272727273,90,50,100,0,0,100,100,100,2,1,421,0,22,1,62,-1,-1,100,-1,50,0,0,0,0,4,3.6727273,2
58,0,7,0.111111111,199,63.636364,100,100,100,0,100,100,11,9,815,0.85714287,25,3,100,100,-1,-1,100,45,0.14285715,1,1,0,7,10.076355,6
30,12,0,0.230769231,254,52.941177,100,0,0,100,100,100,17,14,945,0.2631579,52,8,46,-1,-1,54,-1,48,0.7368421,0.5,0,0.35714287,3,7.766879,0
58,0,4,0.2,96,50,100,0,100,100,100,100,2,1,443,1,23,2,100,100,-1,100,-1,47,0,0,0,0,4,9.887967,1
42,0,0,-1,36,0,0,0,0,0,0,0,0,0,38,0,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,1.2739362,0
38,1,0,0.8,56,50,100,0,0,0,100,100,2,1,61,0,6,13,100,-1,-1,100,-1,0,0,0,0,0,7,1,0
50,0,1,0.444444444,69,100,100,0,100,100,100,100,1,1,75,0,15,3,100,100,-1,100,-1,40,1,0,0,0,3,1.8554217,1
50,0,3,0.444444444,96,50,100,0,0,0,100,100,2,1,366,0,11,6,100,-1,-1,100,-1,42,0,0,0,0,3,6.792295,2
50,0,0,-1,37,0,0,0,100,0,0,0,0,0,44,0,8,0,-1,100,-1,-1,-1,0,0,0,0,0,0,1.9202899,0
52,0,1,0.172413793,115,83.333336,100,0,0,100,100,100,6,8,118,0.7777778,15,4,66,100,100,85,-1,50,0.22222222,0,0,0,3,1.6755588,1
48,18,5,0.19047619,327,33.333332,100,0,100,100,87.5,87.5,24,35,337,0,48,5,66,100,-1,100,-1,47,1,1,0,0.6,6,1.6829987,0
72,2,2,0.2,96,25,100,0,0,0,100,100,4,3,118,0.33333334,26,10,75,-1,-1,80,-1,60,0.6666667,0,0,0.75,3,1.5623388,2
40,0,1,0.066666667,431,27.586206,100,0,0,0,75.86206818,68.96551514,29,61,484,0,110,4,97,100,-1,100,-1,59,0,0,0,0,8,1.1475796,0
42,0,13,0.117647059,74,100,100,0,0,100,100,100,1,2,312,0,6,9,71,-1,-1,100,-1,33,0,0,0,0,3,9.564102,0
68,0,2,0.272727273,122,50,100,0,0,0,100,100,8,30,127,0.4,20,22,93,-1,-1,50,100,46,0.6,0,0,0.33333334,4,2.1434493,0
40,0,0,0.214285714,62,75,100,0,0,100,100,100,4,5,76,0,20,3,50,-1,-1,100,-1,0,0,0,0,0,5,1.3532401,0
48,0,1,0.333333333,50,66.666664,100,0,0,100,100,100,3,3,62,0,16,4,100,-1,-1,100,-1,41,1,0,0,0.5,3,1.5650741,0
50,1,4,0.173913043,120,100,100,100,0,100,100,100,1,1,134,0.1,11,6,66,-1,-1,100,100,37,0.9,0.22222222,0,0.44444445,4,1.2620038,0
50,0,2,0.263157895,162,55,100,0,0,100,100,95,20,14,619,0,22,7,88,-1,-1,88,-1,50,1,0.5,0.5,0.5,6,7.981405,1
50,3,0,0.115384615,202,42.857143,100,0,0,0,100,100,14,21,224,0,23,1,95,100,-1,100,-1,47,0,0,0,0,5,1.2829894,8
40,0,0,0.176470588,87,50,100,0,0,100,100,100,2,1,386,0,8,0,100,-1,-1,100,-1,40,0,0,0,0,4,7.068085,0
48,2,1,0.5,35,100,100,0,100,100,100,100,1,1,40,0.6666667,8,5,100,100,-1,100,-1,25,0.33333334,0,0,0,3,2.1253645,0
50,1,5,0.133333333,357,61.53846,100,0,0,100,92.30769348,92.30769348,13,17,426,0.5,58,10,27,100,-1,55,-1,52,0.5,0,0,0,5,2.04063,0
48,1,11,0.15,127,63.636364,100,0,100,100,100,100,11,12,138,0,47,0,100,100,-1,100,-1,62,0,0,0,0,4,1.501688,4
42,0,0,0.5,67,0,0,0,0,0,0,0,0,0,77,0,11,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.3531532,0
40,11,0,0.25,218,50,100,0,0,0,58.33333206,50,12,18,503,0.53846157,31,8,100,100,-1,62,100,0,0.46153846,0.6666667,0,0.33333334,4,3.5193856,0
30,17,1,0.227272727,313,36.363636,100,0,0,0,100,100,22,29,1192,0,55,11,40,-1,-1,44,100,48,1,0,0,0,4,6.4589043,0
50,0,1,0.333333333,62,100,100,0,0,100,100,100,1,1,66,0,8,6,100,-1,-1,100,-1,40,1,0.5555556,0,0.5555556,3,1.2974138,0
50,0,3,0.333333333,68,66.666664,100,0,100,100,100,100,3,6,228,0,7,3,60,100,-1,55,-1,0,0,0,0,0,3,4.350993,3
42,18,9,0.16,410,47.61905,100,0,0,0,100,100,21,34,1652,0.40625,80,8,65,80,-1,100,100,49,0.59375,0.6315789,0,0.2631579,5,7.3143296,1
48,0,2,0.181818182,50,50,100,0,0,100,100,100,2,1,242,0.25,8,4,100,-1,-1,100,-1,0,0.75,0,0,0,3,9.673611,0
40,0,0,0.333333333,31,66.666664,100,0,0,100,100,100,3,4,36,0,6,2,100,100,-1,50,-1,0,0,0,0,0,4,1.6964769,0
30,0,0,0.272727273,168,56.25,100,0,0,100,100,100,16,20,205,0.4117647,38,8,90,-1,-1,100,-1,48,0.5882353,0.5,0.1,0.1,4,1.5121019,0
30,0,0,0.222222222,52,50,100,0,0,0,100,100,2,1,63,0,12,3,100,-1,-1,100,-1,37,1,0,0,0,3,3.0492308,0
52,2,4,0.2,69,100,100,0,0,0,100,100,1,1,74,1,7,0,33,100,-1,80,-1,33,0,0,0,0,4,1.5628272,1
30,0,0,0.454545455,77,100,100,0,0,100,100,100,2,2,89,0.5,13,3,100,-1,-1,100,-1,44,0.5,0,0,0.5,3,1.1429635,2
50,0,0,-1,38,0,0,0,100,0,0,0,0,11,44,1,7,0,-1,100,-1,-1,-1,0,0,0,0,0,0,4.206278,0
40,0,2,0.15,290,43.75,100,0,0,0,68.75,68.75,16,61,323,0,79,2,68,100,-1,-1,-1,61,0,0,0,0,5,1.5707318,2
50,0,0,-1,41,0,0,0,100,0,0,0,0,11,48,1,8,0,-1,100,-1,-1,-1,0,0,0,0,0,0,4.2827005,0
42,0,2,0.133333333,378,44.444443,100,0,0,0,100,100,36,38,1654,0.7222222,31,3,55,100,-1,100,-1,50,0.2777778,1,0,0,5,11.175949,1
50,0,0,0.5,79,66.666664,100,0,0,100,100,100,3,2,351,0,15,2,100,-1,-1,100,-1,33,1,0,0,0,6,10.231343,0
42,19,2,0.153846154,394,36,100,0,0,0,80,80,25,38,1039,0.7,66,7,50,-1,-1,58,-1,49,0.3,0,0,0,4,2.7945724,0
50,2,0,0.222222222,112,60,100,0,0,0,100,80,5,4,580,0,34,5,66,-1,-1,71,-1,50,0,0,0,0,5,15.045455,1
42,0,0,-1,39,0,0,0,0,0,0,0,0,1,46,0,8,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.576087,0
58,13,2,0.272727273,193,90,100,0,0,100,90,90,10,12,218,0.29411766,30,2,100,100,-1,71,-1,25,0.7058824,0.5833333,0,0.5,4,1.9800512,2
50,1,4,0.173913043,122,100,100,100,0,100,100,100,1,1,139,0.1,12,7,83,-1,-1,100,100,37,0.9,0.22222222,0,0.44444445,4,1.2583302,0
40,3,0,0.222222222,59,50,100,0,0,0,100,100,2,1,67,0,9,6,100,-1,-1,100,-1,40,0,0,0,0,4,1.4975063,0
50,0,0,0.5,25,50,100,0,0,100,100,100,2,1,29,1,6,1,100,-1,-1,100,-1,33,0,0,0,0,3,1.775,2
42,0,0,-1,28,0,0,0,0,0,0,0,0,0,32,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.709524,0
40,3,0,0.25,84,50,100,0,0,100,100,100,2,1,367,1,11,4,100,-1,-1,100,-1,50,0,0,0,0,3,8.292887,0
24,0,0,0.625,59,50,100,0,0,100,100,100,2,1,277,0,13,2,83,-1,-1,100,-1,42,1,1,0,0,3,5.531401,0
50,0,0,1,45,33.333332,100,0,0,100,100,100,3,2,144,0,14,2,100,-1,-1,100,-1,44,0,0,0,0,3,10.188235,0
50,0,0,0.285714286,161,77.77778,100,0,100,100,100,100,9,11,654,0,45,4,100,100,-1,100,-1,50,1,0,0,0,5,4.491453,0
32,0,0,0.272727273,90,50,100,0,0,100,100,100,2,1,423,1,21,1,62,-1,-1,100,-1,46,0,0,0,0,4,3.755844,2
42,0,0,0.4,57,50,100,0,0,100,100,100,2,1,284,0,3,0,100,-1,-1,100,-1,0,0,0,0,0,5,8.825,0
54,0,0,0.125,57,50,100,0,100,100,100,100,2,1,175,0,8,1,100,100,-1,100,-1,0,1,1,1,0,4,7.2789116,0
40,3,0,0.222222222,58,50,100,0,0,0,100,100,2,1,66,0,9,6,100,-1,-1,100,-1,40,0,0,0,0,4,1.4853504,0
50,1,4,0.214285714,163,50,100,0,0,0,100,100,8,8,605,0.33333334,42,6,62,100,-1,100,-1,55,0.6666667,0,0,0,5,7.0900903,0
50,0,0,-1,12,0,0,0,100,0,0,0,0,0,15,0,4,0,-1,100,-1,-1,-1,0,0,0,0,0,0,3.3174603,0
32,0,0,0.1875,95,66.666664,100,0,0,0,100,100,3,2,100,0,22,2,100,-1,-1,100,-1,53,0,0,0,0,6,0.7631902,4
30,29,2,0.102564103,542,25,100,0,0,0,90,90,40,51,1229,0,80,7,95,-1,-1,90,100,49,0,0,0,0,6,2.2978597,0
48,1,2,0.137931034,132,58.333332,100,0,0,0,91.66666412,100,12,9,531,0,37,10,83,100,-1,88,-1,50,0,0,0,0,4,10.009708,0
30,0,0,0.25,88,50,100,0,0,0,100,100,2,1,454,0,17,3,100,-1,-1,100,-1,46,0,0,0,0,4,7.6238937,2
32,0,0,0.444444444,49,50,100,0,0,100,100,100,2,2,132,0,12,1,66,-1,-1,100,-1,0,0,0,0,0,4,2.7961166,1
50,0,0,0.333333333,48,100,100,0,100,0,100,100,1,1,59,0.5,13,1,100,100,-1,100,-1,42,0.5,0,0,0,6,0.95110023,3
38,1,3,0.130434783,216,41.17647,100,0,0,0,100,100,17,15,240,0.25,25,10,100,-1,-1,100,-1,47,0.75,1,0,0.6666667,4,1.3101839,0
60,1,1,0.444444444,88,50,100,0,0,100,100,100,2,3,333,1,5,5,50,-1,-1,28,-1,0,0,0,0,0,4,8.202127,0
40,3,0,0.21875,127,66.666664,100,0,0,100,100,100,9,13,166,0,40,8,100,100,-1,100,-1,47,0,0,0,0,4,1.5441177,0
50,10,2,0.142857143,261,37.5,100,0,0,100,68.75,68.75,16,15,933,0.33333334,160,15,93,-1,-1,66,-1,0,0.6666667,1,0,0.25,3,3.789921,2
50,0,1,0.4,45,40,100,0,0,0,100,100,5,5,127,0,11,3,100,-1,-1,100,-1,33,0,0,0,0,3,12.402299,0
50,3,0,0.5,58,50,100,0,0,0,100,100,2,1,64,0,9,2,100,-1,-1,100,-1,40,0,0,0,0,6,1.0741128,0
42,12,0,0.454545455,204,75,100,0,0,100,100,100,12,10,702,0.5217391,42,8,42,-1,-1,66,-1,48,0.47826087,0.54545456,0,0.45454547,3,7.8528953,1
48,0,1,0.2,51,66.666664,100,0,0,100,100,100,3,2,114,0,17,1,100,-1,-1,100,-1,44,1,0,0,0,4,2.8473053,0
30,29,2,0.105263158,546,25,100,0,0,0,90,90,40,51,1260,0,81,7,95,-1,-1,90,100,48,0,0,0,0,6,2.3036525,0
42,0,0,0.5,38,50,100,0,0,100,100,100,2,1,146,0,15,1,100,-1,-1,100,-1,41,0,0,0,0,4,11.962264,0
58,0,4,0.2,88,50,100,0,100,100,100,100,2,1,402,1,22,2,100,100,-1,100,-1,45,0,0,0,0,4,9.575758,1
52,0,1,0.166666667,74,50,100,0,0,100,100,100,2,3,75,1,3,2,100,-1,100,83,-1,0,0,0,0,0,4,1.0985074,0
38,1,3,0.125,223,44.444443,100,0,0,0,100,100,18,17,248,0,27,10,100,-1,-1,100,-1,47,1,1,0,0.6666667,4,1.3168771,0
40,3,0,0.227272727,126,55.555557,100,0,0,100,100,100,9,12,166,0,41,9,100,100,-1,100,-1,48,0,0,0,0,4,1.6269035,0
40,1,0,0.5,65,60,100,0,0,100,100,100,5,4,70,1,8,4,100,-1,-1,100,100,33,0,0,0,0,5,0.87464654,0
40,0,0,0.11627907,169,37.5,100,0,0,0,100,100,8,11,183,0.6923077,36,0,76,100,-1,100,-1,47,0.30769232,0,0,0,4,1.3839881,0
50,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.1513944,0
58,3,0,0.25,65,50,100,0,0,100,100,100,2,2,67,0,10,3,100,100,-1,80,-1,0,0,0,0,0,3,1.3425926,0
50,0,0,0.666666667,24,50,100,0,0,100,100,100,2,1,28,1,5,1,100,-1,-1,100,-1,0,0,0,0,0,3,1.8189656,1
40,0,0,0.2,64,75,100,0,100,100,100,100,4,5,78,0,15,7,100,100,100,100,-1,0,0,0,0,0,6,1.6022872,0
58,1,0,0.2,55,50,100,0,100,100,100,100,2,1,61,0.875,15,1,100,100,-1,100,-1,0,0.125,0,0,1,4,1.3126582,1
50,3,2,0.166666667,72,75,100,0,0,100,100,100,4,1,78,0,8,2,100,-1,-1,100,100,25,0,0,0,0,4,1.29,0
52,0,4,0.166666667,41,50,100,0,100,100,100,100,2,1,49,0,11,2,100,100,-1,66,-1,37,0,0,0,0,4,1.0878938,5
32,0,0,0.5,33,100,100,0,0,0,100,100,1,1,101,0,13,1,100,-1,-1,-1,-1,44,0,0,0,0,1,9.931818,0
50,11,2,0.235294118,252,36.363636,100,0,0,0,90.90908813,100,22,15,982,0.5,69,11,40,-1,-1,46,-1,50,0.5,1,0,0,4,7.5794272,0
40,0,0,0.4,37,50,100,0,0,0,100,100,4,4,44,0,7,7,100,100,-1,-1,-1,0,0,0,0,0,3,2.307927,0
40,0,3,0.357142857,81,42.857143,100,0,0,0,100,100,7,7,85,0,5,4,100,100,-1,100,-1,0,0,0,0,0,5,1.2637868,1
60,0,1,0.444444444,80,50,100,0,0,100,100,100,2,3,295,1,5,5,50,-1,-1,33,-1,0,0,0,0,0,4,8.123529,0
48,0,1,0.285714286,39,50,100,0,0,100,100,100,2,1,45,0.6666667,10,8,100,-1,-1,100,-1,33,0.33333334,0,0,0,5,1.6764706,0
48,3,7,0.230769231,203,60,100,0,100,100,100,100,10,30,208,0,27,3,55,100,-1,100,-1,50,1,1,0,0.6,4,1.1420728,0
40,1,0,0.5,43,50,100,0,0,100,100,100,2,1,188,0.33333334,10,2,100,-1,-1,100,-1,40,0.6666667,0,0,0,4,24.027027,0
40,0,0,0.4,37,50,100,0,0,0,100,100,4,4,44,0,7,7,100,100,-1,-1,-1,0,0,0,0,0,3,2.347561,0
50,0,0,0.6,28,100,100,0,100,100,100,100,1,1,106,0,5,1,100,100,-1,100,-1,0,0,0,0,0,3,14.026316,0
32,0,1,0.16,434,58.139534,100,0,0,0,100,100,43,31,2022,0.16666667,72,12,67,87,-1,100,-1,48,0.8333333,0.4,0.06666667,0.16666667,5,10.611559,0
42,19,2,0.16,376,36,100,0,0,0,80,80,25,38,955,0.5,63,5,52,-1,-1,72,-1,48,0.5,0,0,0,4,2.6793761,0
48,0,0,0.1875,57,66.666664,100,0,100,100,100,100,3,1,208,1,20,2,100,100,-1,100,-1,53,0,0,0,0,5,16.849056,3
48,13,4,0.181818182,360,47.058823,100,0,0,100,70.58823395,70.58823395,17,17,938,0.5,94,20,52,-1,-1,80,-1,48,0.5,0.7,0,0.1,4,3.7044425,1
52,10,5,0.121212121,208,25,100,0,0,0,100,100,12,12,221,0.45,41,8,55,100,-1,100,-1,56,0.55,0.09090909,0,0.8181818,4,2.2545109,0
50,0,0,0.4,24,50,100,0,0,100,100,100,2,5,75,0,6,1,100,-1,-1,100,-1,0,0,0,0,0,3,6.6704545,0
40,11,0,0.266666667,216,50,100,0,0,0,58.33333206,50,12,18,492,0.53846157,32,9,100,100,-1,62,100,0,0.46153846,0.6666667,0,0.33333334,4,3.5162482,0
48,0,0,0.172413793,138,58.333332,100,0,100,0,100,100,12,17,157,0,20,3,100,100,-1,100,-1,47,0,0,0,0,5,1.1675302,0
52,2,0,0.307692308,169,40,100,0,0,0,80,80,5,2,673,0.2,80,8,57,100,-1,100,-1,60,0.8,0,0,0.25,4,5.270408,1
48,0,0,0.307692308,53,50,100,0,0,100,100,100,2,1,65,0,14,2,100,100,-1,100,-1,40,0,0,0,0,5,1.1334081,0
50,3,0,0.222222222,129,33.333332,100,0,0,0,100,100,3,1,136,0.75,31,1,90,-1,-1,100,-1,0,0.25,1,0,1,6,0.56217116,2
42,0,0,-1,16,0,0,0,0,0,0,0,0,2,20,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,3.3168316,0
58,0,4,0.2,90,50,100,0,100,100,100,100,2,1,417,1,22,2,100,100,-1,100,-1,45,0,0,0,0,4,9.72807,1
50,2,1,0.5,72,75,100,0,0,100,100,100,4,7,78,0,21,1,100,-1,-1,100,-1,0,1,0,0,0,4,1.336892,2
48,13,2,0.15,336,62.5,100,0,0,100,68.75,68.75,16,16,910,0.47619048,88,17,57,-1,-1,75,-1,49,0.52380955,0.6363636,0,0.09090909,4,4.0476446,1
32,0,0,0.166666667,45,50,100,0,100,100,100,100,2,1,206,0,9,1,100,100,-1,100,-1,33,0,0,0,0,4,4.983051,1
40,1,0,0.1875,73,75,100,0,100,100,100,100,4,7,86,0,15,7,100,100,100,66,-1,0,0,0,0,0,4,1.9450402,0
68,0,0,0.3,103,66.666664,100,0,0,100,100,100,3,3,319,0.7692308,31,1,92,-1,-1,100,-1,48,0.23076923,0,0,0,4,21.948717,7
38,1,1,0.428571429,42,50,100,0,0,100,100,100,2,3,48,0,7,7,100,-1,-1,100,-1,33,0,0,0,0,4,2.1452992,0
42,0,0,-1,8,0,0,0,0,0,0,0,0,0,11,0,4,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,4.2,0
32,0,0,0.272727273,85,50,100,0,0,100,100,100,2,1,418,1,19,1,37,-1,-1,100,-1,46,0,0,0,0,4,7.2474747,2
60,0,1,0.222222222,162,36.363636,100,0,0,100,100,100,11,13,738,1,23,5,50,-1,-1,66,100,43,0,0,0,0,5,11.486055,2
42,0,0,0.4,25,50,100,0,0,100,100,100,4,1,70,0,2,3,100,-1,-1,100,-1,0,0,0,0,0,2,14.326923,0
50,0,0,-1,30,0,0,0,100,0,0,0,0,0,31,0,2,0,-1,100,-1,-1,-1,0,0,0,0,0,0,1.3137255,0
50,0,1,0.4,45,50,100,0,0,0,100,100,2,1,148,0,9,4,100,-1,-1,100,-1,33,0,0,0,0,3,9.793815,3
40,0,1,0.071428571,420,29.62963,100,0,0,0,77.77777863,74.07407379,27,58,472,0,103,4,97,100,-1,100,-1,59,0,0,0,0,10,1.0860105,0
50,2,1,1,22,50,100,0,0,100,100,100,2,1,27,0,7,1,100,-1,-1,100,-1,0,0,0,0,0,3,3.21875,0
48,0,0,0.115384615,79,66.666664,100,0,0,100,100,100,3,1,166,0,34,2,100,-1,-1,100,-1,62,0,0,0,0,3,2.7642276,6
58,3,0,0.333333333,68,50,100,0,0,100,100,100,2,2,69,0,10,1,50,-1,-1,100,-1,0,1,1,0,1,5,1.1202854,0
40,3,3,0.153846154,110,50,100,0,0,100,100,100,2,1,124,0,19,27,100,-1,-1,100,100,0,0,0,0,0,5,1.3132818,0
48,0,2,0.285714286,107,50,100,0,0,100,100,100,10,8,229,1,28,9,50,-1,-1,75,-1,47,0,0,0,0,4,3.1405184,0
30,0,0,0.222222222,52,50,100,0,0,0,100,100,2,1,63,0,12,3,100,-1,-1,100,-1,37,1,0,0,0,3,3.0492308,0
40,15,2,0.166666667,308,45.833332,100,0,0,100,100,100,24,31,356,0.8333333,63,15,100,100,-1,100,-1,50,0.16666667,0,0,1,3,1.4569113,0
50,0,0,0.333333333,23,50,100,0,0,100,100,100,2,1,27,0,5,1,100,-1,-1,100,-1,0,1,0,0,0,3,1.7688888,1
30,0,1,0.666666667,35,50,100,0,0,0,100,100,2,1,119,0,6,4,100,-1,-1,100,-1,33,0,0,0,0,4,7.6666665,0
