@relation TEST

@attribute id numeric
@attribute c1.txt_sc0 numeric
@attribute c10.txt_sc0 numeric
@attribute c11.txt_sc0 numeric
@attribute c12.txt_sc0 numeric
@attribute c13.txt_sc0 numeric
@attribute c14.txt_sc0 numeric
@attribute c14.txt_sc1 numeric
@attribute c14.txt_sc2 numeric
@attribute c14.txt_sc3 numeric
@attribute c15.txt_sc0 numeric
@attribute c16.txt_sc0 numeric
@attribute c17.txt_sc0 numeric
@attribute c18.txt_sc0 numeric
@attribute c19.txt_sc0 numeric
@attribute c2.txt_sc0 numeric
@attribute c20.txt_sc0 numeric
@attribute c21.txt_sc0 numeric
@attribute c22.txt_sc0 numeric
@attribute c22.txt_sc1 numeric
@attribute c22.txt_sc2 numeric
@attribute c22.txt_sc3 numeric
@attribute c22.txt_sc4 numeric
@attribute c23.txt_sc0 numeric
@attribute c3.txt_sc0 numeric
@attribute c4.txt_sc0 numeric
@attribute c5.txt_sc0 numeric
@attribute c6.txt_sc0 numeric
@attribute c7.txt_sc0 numeric
@attribute c8.txt_sc0 numeric
@attribute c9.txt_sc0 numeric

@data
30.713046,0,6,0.136364,162,46.666668,100,0,0,100,100,100,15,18,680,0,32,7,68,50,-1,100,-1,48,0,0,0,0,4,11.244382,1
57.512099,0,0,0.166667,50,50,100,0,0,100,100,100,2,1,55,0.75,13,1,100,-1,-1,100,-1,0,0.25,1,0,1,4,1.564238,3
57.220506,2,0,0.192308,193,66.666664,100,0,0,0,100,100,15,12,498,0,37,6,35,100,-1,60,-1,0,0,0,0,0,5,2.556985,0
59.281044,3,0,1,39,50,100,0,0,100,100,100,2,1,40,0,4,1,50,-1,-1,100,-1,0,1,1,0,0.4,3,1.755611,0
53.587803,0,1,0.166667,76,50,100,0,0,100,100,100,2,3,77,1,3,2,100,-1,100,83,-1,0,0,0,0,0,4,1.103549,0
41.286117,0,2,0.333333,32,50,100,0,0,100,100,100,2,1,33,0,4,2,100,-1,100,100,-1,33,0,0,0,0,3,1.0347,0
49.566178,13,9,0.121951,293,50,100,0,0,0,75,75,12,12,320,0.833333,46,13,87,-1,-1,57,-1,48,0.166667,0.5,0,0,4,1.405563,0
57.262205,1,2,0.176471,102,50,100,0,0,0,75,75,4,4,344,0.142857,53,12,66,100,-1,100,-1,59,0.857143,0,0,0.166667,4,9.475113,1
56.796126,0,2,0.166667,132,50,100,0,0,100,87.5,87.5,8,10,285,0.8,42,6,50,50,-1,42,-1,53,0.2,1,0,1,3,4.360146,4
57.329731,1,5,0.12766,365,61.53846,100,0,0,100,92.307693,92.307693,13,17,439,0.5,56,13,27,100,-1,53,-1,50,0.5,0,0,0,5,2.051172,0
52.014471,1,6,0.101695,364,61.53846,100,0,0,100,92.307693,92.307693,13,17,440,0.5,58,12,27,100,-1,53,-1,49,0.5,0,0,0,5,2.075176,0
38.908823,2,0,0.166667,174,66.666664,100,0,0,0,100,100,6,10,483,0,53,5,85,-1,-1,100,-1,51,0,0,0,0,5,6.220588,2
67.555147,0,3,0.081081,212,80,100,0,0,0,100,100,5,10,235,0,30,28,100,-1,-1,100,-1,0,1,0,0,0.666667,3,1.233645,0
48.204881,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
45.887379,0,5,0.25,231,43.75,100,0,0,0,93.75,93.75,16,12,899,1,21,9,90,-1,-1,100,100,47,0,0,0,0,6,13.318868,0
43.639404,0,3,0.176471,169,100,100,0,0,0,100,100,2,3,682,1,5,12,100,100,-1,100,-1,33,0,0,0,0,4,16.363409,0
38.885714,0,5,0.357143,54,50,100,0,100,100,100,100,2,1,286,0,3,2,100,100,-1,100,-1,0,0,0,0,0,8,8.808383,0
49.930115,1,1,0.222222,44,66.666664,100,0,0,100,100,100,3,3,160,0.5,15,1,100,-1,-1,100,-1,46,0.5,0,0,0.5,4,6.898649,0
49.923422,1,1,0.222222,44,66.666664,100,0,0,100,100,100,3,3,161,0.5,16,1,100,-1,-1,100,-1,46,0.5,0,0,0.5,4,6.973154,0
58.88117,2,1,0.086957,322,29.411764,100,0,0,100,100,100,17,14,1603,1,39,5,60,-1,-1,66,100,51,0,0,0,0,5,10.113594,2
80.418444,0,0,0.75,41,50,100,0,0,0,100,100,2,1,127,1,6,8,66,-1,-1,66,-1,0,0,0,0,0,3,9.121212,0
66.516635,0,1,0.4,86,50,100,0,0,100,100,100,2,3,314,0.8,7,5,50,-1,-1,33,-1,25,0.2,0,0,0,4,7.303738,1
72.25819,0,1,0.363636,97,50,100,0,0,100,100,100,2,3,367,0.833333,9,5,62,-1,-1,33,-1,40,0.166667,0,0,0,4,7.491304,1
39.842884,1,1,0.666667,43,50,100,0,0,100,100,100,4,1,169,1,5,1,100,-1,-1,100,-1,0,0,0,0,0,4,11.20548,1
52.37443,0,1,0.272727,99,50,100,0,100,100,100,100,8,8,228,0,13,18,50,100,-1,60,-1,37,1,1,0,0.2,5,5.042991,0
51.881367,35,6,0.15625,604,41.666668,100,0,0,0,77.777779,75,36,62,888,0.361702,83,9,96,100,-1,100,-1,51,0.638298,0.666667,0,0.4,4,3.277973,0
50.334364,0,1,0.4,71,100,100,0,100,100,100,100,1,1,77,0,16,3,100,100,-1,100,-1,45,1,0,0,0,3,1.836149,1
49.952639,0,0,0.333333,23,50,100,0,0,100,100,100,2,1,27,0.5,5,1,100,-1,-1,100,-1,0,0.5,0,0,0,3,1.777778,1
40.602021,1,0,0.8,43,100,100,0,100,0,100,100,1,1,48,0,6,8,100,100,-1,100,-1,0,0,0,0,0,7,0.919624,0
38.882129,1,2,0.15,203,61.904762,100,0,0,0,100,100,21,21,233,0,31,12,100,100,-1,100,100,0,1,1,0,0.666667,4,1.367179,0
46.993686,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.12749,0
50.192476,0,0,-1,47,0,0,0,100,0,0,0,0,0,54,0,8,0,-1,100,-1,-1,-1,0,0,0,0,0,0,1.483101,0
49.935563,0,0,0.6,27,100,100,0,100,100,100,100,1,1,100,0,5,1,100,100,-1,100,-1,0,0,0,0,0,3,13.105263,0
42.588145,0,0,0.235294,47,100,100,0,100,100,100,100,1,1,120,0,6,1,100,100,-1,100,-1,33,0,0,0,0,3,2.235294,4
51.447834,0,2,0.428571,83,66.666664,100,0,0,100,100,100,9,7,239,0,17,4,42,-1,-1,33,-1,0,0,0,0,0,3,11.027323,0
45.609665,0,0,-1,10,0,0,0,0,0,0,0,0,0,16,0,7,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,4.7,0
48.652136,0,0,-1,9,0,0,0,100,0,0,0,0,0,12,0,4,0,-1,100,-1,-1,-1,0,0,0,0,0,0,2.615385,0
49.937838,0,0,-1,37,0,0,0,100,0,0,0,0,0,44,0,8,0,-1,100,-1,-1,-1,0,0,0,0,0,0,1.92029,0
50.112137,0,4,0.166667,30,100,100,0,100,100,100,100,1,1,111,0,4,2,100,100,-1,100,-1,0,1,1,0,0,3,11.781818,1
49.673779,0,0,-1,38,0,0,0,100,0,0,0,0,11,44,1,7,0,-1,100,-1,-1,-1,0,0,0,0,0,0,4.287671,0
51.324081,0,0,-1,19,0,100,0,0,0,0,0,0,0,22,0,4,0,100,-1,-1,-1,-1,0,0,0,0,0,0,3.133929,0
44.000689,0,0,-1,11,0,0,0,0,0,0,0,0,0,12,0,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,2.133333,0
40.004109,0,0,-1,106,0,0,0,0,0,0,0,0,4,118,0,17,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,1.432836,0
52.079235,0,0,-1,14,0,0,0,100,0,0,0,0,0,17,0,4,0,-1,50,-1,-1,-1,0,0,0,0,0,0,3.16,0
45.596576,0,0,-1,6,0,0,0,0,0,0,0,0,0,8,0,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,10.615385,0
44.901456,0,0,-1,54,0,0,0,0,0,0,0,0,0,59,0,6,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.264407,0
42.62215,0,0,0.4,68,50,100,0,0,100,100,100,2,1,68,0,3,1,100,-1,-1,100,-1,0,0,0,0,0,5,0.614449,0
47.728256,0,0,0.4,25,50,100,0,0,100,100,100,2,1,26,0,4,2,100,-1,-1,100,-1,0,0,0,0,0,4,1.649819,0
21.980522,0,0,0.75,68,50,100,0,0,100,100,100,2,1,71,0,4,1,53,-1,-1,100,-1,0,0,0,0,0,7,0.700967,0
41.141562,0,0,0.2,36,50,100,0,100,100,100,100,2,1,37,0,5,1,100,100,-1,100,-1,33,0,0,0,0,4,0.875899,0
50.271815,0,0,0.25,30,50,100,0,0,100,100,100,2,1,35,0,8,1,100,-1,-1,100,-1,33,1,0.5,0,0.5,4,1.159353,0
46.92071,0,0,0.333333,20,50,100,0,0,100,100,100,2,1,70,0,19,1,100,-1,-1,100,-1,46,0,0,0,0,3,9.28125,0
29.749363,0,0,0.111111,93,60,100,0,0,100,80,80,5,4,376,0.909091,13,2,40,100,-1,50,-1,40,0.090909,0,0,0,3,6.207483,0
25.005849,1,0,0.111111,102,60,100,0,0,100,80,80,5,4,432,1,13,2,40,100,-1,66,-1,40,0,0,0,0,3,6.239193,0
23.863486,0,0,0.166667,132,63.636364,100,100,0,100,63.636364,63.636364,11,12,527,0,22,5,60,100,-1,50,100,47,1,1,0,0.5,4,5.551471,0
24.754721,0,1,0.125,49,50,100,0,100,100,100,100,2,1,198,0,9,1,33,100,-1,20,-1,42,1,1,0,0.166667,5,4.35102,0
42.191906,0,3,0.5,85,100,100,0,0,0,100,100,1,1,504,0,22,5,100,-1,-1,100,-1,44,0,0,0,0,5,5.819853,1
57.387471,0,0,0.115385,80,66.666664,100,0,0,100,100,100,3,1,167,0,35,2,100,-1,-1,100,-1,58,0,0,0,0,3,2.654472,6
51.819851,3,2,0.176471,218,29.411764,100,0,0,0,100,100,17,18,583,0.058824,63,4,88,100,-1,75,-1,52,0.941176,0.75,0,0.1875,3,1.866222,4
47.54654,1,2,0.190476,321,70.96774,100,0,100,0,100,100,31,26,1678,0.235294,88,3,72,77,-1,100,100,0,0.764706,0.230769,0.230769,0.461538,4,5.761667,2
47.437006,1,11,0.15,127,63.636364,100,0,100,100,100,100,11,12,138,0,47,0,100,100,-1,100,-1,62,0,0,0,0,4,1.501688,4
45.058145,0,2,0.190476,316,70.96774,100,0,100,0,100,100,31,26,1680,0.1875,87,2,72,77,-1,100,100,50,0.8125,0.230769,0.230769,0.461538,4,6.087378,2
41.549745,0,3,0.5,86,100,100,0,0,0,100,100,1,1,505,0,22,6,100,-1,-1,100,-1,44,0,0,0,0,5,5.875458,1
46.389848,0,1,0.285714,28,50,100,0,0,100,100,100,2,1,118,0,5,1,100,-1,-1,66,-1,33,0,0,0,0,4,7.453488,0
51.715564,0,1,0.6,34,66.666664,100,0,0,100,100,100,3,2,96,0,9,2,100,-1,-1,100,-1,0,1,1,1,0,3,4.509202,0
40.116528,0,3,0.125,99,50,100,0,100,100,50,50,2,1,199,0,56,1,100,100,-1,100,-1,51,0,0,0,0,3,1.260306,0
47.88168,24,5,0.148148,540,77.77778,100,0,0,0,100,100,27,33,835,0.076923,109,1,93,100,-1,100,-1,50,0.923077,0.777778,0,0.194444,4,1.758763,8
39.80957,0,5,0.148148,411,59.25926,100,0,0,0,100,100,27,33,709,0,114,0,93,100,-1,100,-1,50,1,0,0,0,4,1.685975,8
34.732069,0,2,0.25,167,55,100,0,0,100,100,90,20,19,599,0,30,6,88,100,-1,87,-1,52,0,0,0,0,6,6.415842,1
35.659762,0,9,0.12,285,43.75,100,0,0,0,68.75,68.75,16,57,319,0,86,0,67,100,-1,-1,-1,59,0,0,0,0,5,1.61039,8
37.360405,0,9,0.12,280,43.75,100,0,0,0,68.75,68.75,16,57,313,0,83,0,67,100,-1,-1,-1,58,0,0,0,0,5,1.62607,8
39.789669,1,2,0.115385,324,42.105263,100,0,0,0,63.157894,63.157894,19,69,359,0,87,2,68,100,-1,-1,-1,59,0,0,0,0,5,1.493278,2
42.558881,1,3,0.125,108,50,100,0,100,100,50,50,2,1,208,0,58,1,100,100,-1,100,-1,51,0,0,0,0,3,1.204476,0
37.216566,0,1,0.081081,362,25.806452,100,0,0,0,74.19355,67.741936,31,62,416,0,113,4,96,100,-1,-1,-1,59,0,0,0,0,4,1.557621,0
38.763852,0,5,0.107143,117,42.857143,100,0,0,0,100,100,7,10,129,0.666667,26,2,75,100,-1,100,-1,45,0.333333,0,0,0,3,1.504202,0
23.570753,0,6,0.095238,247,38.46154,100,0,0,100,100,100,26,37,287,0.666667,62,6,48,100,-1,50,-1,53,0.333333,0,0,0,4,1.600406,2
38.763852,0,5,0.107143,117,42.857143,100,0,0,0,100,100,7,10,129,0.666667,26,2,75,100,-1,100,-1,45,0.333333,0,0,0,3,1.504202,0
50.260472,2,1,0.5,71,75,100,0,0,100,100,100,4,7,75,0,18,1,100,-1,-1,100,-1,42,1,0,0,0,4,1.323003,2
53.341337,0,2,0.277778,120,42.857143,100,0,0,100,100,92.85714,14,14,391,0,15,7,100,-1,-1,87,-1,50,1,0.5,0.5,0.5,5,6.70024,1
50.075229,0,2,0.263158,162,55,100,0,0,100,100,95,20,14,619,0,22,7,88,-1,-1,88,-1,50,1,0.5,0.5,0.5,6,7.981405,1
49.939925,1,0,0.285714,188,77.77778,100,0,100,100,100,100,9,11,788,0,49,4,100,100,-1,100,-1,50,1,0,0,0,6,3.806584,0
42.166281,0,0,0.333333,157,75,100,0,100,100,100,100,8,11,582,0,48,4,100,100,-1,100,-1,54,1,0.5,0.5,0,6,4.467249,0
47.521949,0,1,0.4,32,50,100,0,0,100,100,100,2,1,34,0,6,3,66,-1,-1,100,-1,25,1,1,0,0.5,2,1.91092,0
50.537651,0,1,0.2,136,80,100,0,0,0,100,100,10,11,151,0,20,5,83,-1,-1,100,100,47,0,0,0,0,4,1.58905,0
50.304729,1,4,0.173913,121,100,100,100,0,100,100,100,1,1,137,0.1,11,6,83,-1,-1,100,100,37,0.9,0.222222,0,0.444444,4,1.251685,0
49.192394,0,2,0.444444,38,50,100,0,0,100,100,100,2,1,43,0,5,3,100,-1,-1,100,-1,0,0,0,0,0,5,0.977077,1
45.615204,0,0,0.25,29,50,100,0,100,100,100,100,2,1,105,0,9,2,100,100,-1,100,-1,50,0,0,0,0,3,26.458334,0
42.001729,0,5,0.210526,262,40.909092,100,0,0,100,100,100,22,17,1087,0.55,34,1,73,100,100,100,-1,57,0.45,0.333333,0,0.444444,6,16.746313,5
38.863968,18,6,0.096774,371,47.826088,100,0,0,0,86.95652,86.95652,23,32,1194,0.466667,74,4,100,100,-1,100,100,0,0.533333,0.75,0,0.3125,5,6.830645,0
53.803332,0,0,0.222222,46,50,100,0,0,100,100,100,2,1,177,0,13,9,100,100,-1,100,-1,75,0,0,0,0,5,8.984,0
39.843094,0,2,0.363636,58,33.333332,100,0,0,100,100,100,3,1,290,0,14,3,100,-1,-1,100,-1,50,0,0,0,0,4,23.56,4
49.082831,0,0,1,42,60,100,0,0,100,100,100,5,4,71,0,4,2,100,-1,-1,80,-1,0,0,0,0,0,4,2.251748,0
40.298702,0,1,0.5,27,50,0,0,100,100,100,100,2,1,29,0,4,3,-1,100,-1,100,-1,0,0,0,0,0,3,2.263359,2
50.806825,0,3,0.333333,35,50,100,0,0,100,100,100,2,1,37,0,4,5,100,-1,-1,100,-1,33,1,0,0,0,5,1.652956,0
45.414301,1,0,0.333333,53,50,100,0,100,100,100,100,2,1,212,0,24,1,100,100,-1,100,-1,50,0,0,0,0,4,14.615385,0
51.095737,0,5,0.384615,38,50,100,0,0,0,100,100,2,1,135,0,16,12,100,-1,-1,100,-1,40,0,0,0,0,3,11.410256,0
43.824762,19,2,0.16,376,36,100,0,0,0,80,80,25,38,955,0.5,63,5,52,-1,-1,72,-1,48,0.5,0,0,0,4,2.679376,0
39.308951,19,2,0.153846,401,36,100,0,0,0,80,80,25,38,1064,0.653846,66,7,43,-1,-1,50,-1,50,0.346154,0,0,0,4,2.833049,0
41.642354,30,5,0.153846,512,50,100,0,0,100,100,100,38,36,1925,0.6,94,14,50,100,-1,50,-1,49,0.4,0.75,0,0.5,4,6.778032,0
41.084778,0,0,0.5,34,50,100,0,0,100,100,100,2,1,131,0,11,1,100,-1,-1,100,-1,37,0,0,0,0,4,11.339623,0
41.417247,0,2,0.25,26,50,100,0,0,100,100,100,2,2,30,0,5,3,100,-1,-1,33,-1,0,0,0,0,0,4,1.838488,0
39.244486,0,3,0.454545,31,50,100,0,100,0,100,100,2,1,36,0,6,3,100,100,-1,100,-1,0,0,0,0,0,5,1.58,1
49.42532,0,1,0.222222,157,46.666668,100,0,0,0,100,100,15,14,162,0,7,9,100,100,-1,100,-1,0,1,0,0,0,4,1.509469,2
38.888611,0,6,0.114286,243,50,100,0,0,0,100,100,20,19,249,0.857143,8,6,88,83,-1,100,-1,33,0.142857,0,0,0,8,1.416796,0
40.856232,0,2,0.2,27,50,100,0,0,100,100,100,2,2,32,0,6,3,100,-1,-1,33,-1,0,0,0,0,0,4,1.844885,0
38.879391,0,0,0.285714,43,75,100,0,100,0,100,100,4,2,48,0,6,7,100,66,-1,-1,-1,0,0,0,0,0,3,1.756098,0
38.903411,0,0,0.4,37,50,100,0,0,0,100,100,4,4,44,0,7,7,100,100,-1,-1,-1,0,0,0,0,0,3,2.310976,0
38.885007,0,6,0.108108,242,50,100,0,0,0,100,100,20,19,292,0,8,6,88,83,-1,100,-1,33,1,0,0,0,8,1.464831,0
39.591232,0,0,0.166667,44,66.666664,100,100,100,100,100,100,3,3,48,0,6,3,100,100,-1,100,100,0,0,0,0,0,6,0.919654,0
38.900194,0,1,0.2,119,50,100,0,100,100,100,100,6,5,124,0,7,9,100,100,-1,100,-1,0,0,0,0,0,6,1.477629,0
45.584089,0,1,0.333333,36,66.666664,100,0,0,100,100,100,3,4,41,0,6,2,100,100,-1,50,-1,0,0,0,0,0,3,1.706546,1
41.080451,0,0,0.26087,52,100,100,100,100,100,100,100,1,1,55,0,4,7,100,100,-1,100,100,0,0,0,0,0,3,1.735399,0
49.825214,0,0,0.333333,31,66.666664,100,0,0,100,100,100,3,4,36,0,6,2,100,100,-1,50,-1,0,0,0,0,0,4,1.710027,0
28.472133,0,0,0.222222,53,50,100,0,0,0,100,100,2,1,63,0,11,3,100,-1,-1,100,-1,37,1,0,0,0,3,3.128834,0
39.011757,2,0,0.6,36,50,100,0,0,0,100,100,2,1,59,0,9,3,50,-1,-1,100,-1,33,0,0,0,0,3,3.202765,0
39.102544,0,0,0.2,41,50,100,0,0,0,100,100,2,1,159,0,10,3,100,-1,-1,100,-1,33,0,0,0,0,4,8.551402,0
33.669101,29,2,0.210526,453,40.54054,100,0,0,0,100,100,37,39,1662,0,71,14,40,-1,-1,41,-1,49,0,0,0,0,4,6.14056,0
32.16691,17,2,0.181818,308,36.363636,100,0,0,0,100,100,22,29,1165,0,54,11,44,-1,-1,44,100,50,1,0,0,0,4,6.44184,1
31.109532,17,2,0.181818,313,36.363636,100,0,0,0,100,100,22,29,1192,0,55,11,40,-1,-1,44,100,48,1,0,0,0,4,6.456335,1
34.652735,18,3,0.086957,334,55.555557,100,0,0,0,100,100,18,25,1418,0.181818,46,6,53,100,-1,100,-1,47,0.818182,0.888889,0,0.333333,4,6.891089,0
46.883035,37,3,0.151515,676,53.846153,100,0,0,100,100,100,52,46,2723,0.333333,113,18,40,-1,-1,52,-1,49,0.666667,0.5,0,0.25,8,6.688518,0
22.68898,0,0,-1,4,0,0,0,0,0,0,0,0,0,9,0,6,0,-1,-1,-1,-1,-1,50,0,0,0,0,0,13.5,0
69.290127,1,1,0.176471,138,62.5,100,0,100,100,100,100,8,10,501,0.5,16,4,100,100,-1,100,-1,50,0.5,0,0,0,3,4.042296,3
29.394345,0,0,0.222222,52,50,100,0,0,0,100,100,2,1,63,0,12,3,100,-1,-1,100,-1,37,1,0,0,0,3,3.049231,0
64.340067,0,0,0.111111,103,66.666664,100,0,0,100,100,100,3,3,318,0.769231,30,1,92,-1,-1,100,-1,48,0.230769,0,0,0,4,21.493671,7
66.282424,1,2,0.333333,80,75,100,0,100,100,100,100,4,7,89,0.692308,17,4,100,100,-1,50,-1,45,0.307692,0,0,0.25,5,1.951971,1
68.402695,0,3,0.1875,65,66.666664,100,0,100,100,100,100,3,1,72,0.714286,23,3,100,100,-1,66,-1,53,0.285714,0,0,1,3,2.376645,5
68.404094,0,3,0.1875,65,66.666664,100,0,100,100,100,100,3,1,72,0.714286,23,3,100,100,-1,66,-1,53,0.285714,0,0,1,3,2.370676,5
54.211285,0,0,0.111111,107,66.666664,100,0,100,100,100,100,3,3,323,0.769231,33,1,92,100,-1,100,-1,52,0.230769,0,0,0,4,16.140186,7
60.588726,0,2,0.214286,142,44.444443,100,0,0,0,100,100,9,32,149,0.666667,21,22,90,-1,-1,50,100,50,0.333333,0,0,0,5,1.855297,0
68.715753,0,1,0.142857,45,75,100,0,100,100,100,100,4,7,55,0,14,4,100,100,-1,100,-1,37,1,0,0,0,4,2.324561,4
50.062142,0,0,0.333333,46,100,100,0,100,0,100,100,1,1,55,1,12,1,100,100,-1,100,-1,33,0,0,0,0,6,0.935802,3
49.519617,1,0,0.333333,75,100,100,0,0,0,100,100,1,1,83,0.5,14,4,100,-1,-1,100,-1,40,0.5,0,0,0,7,1.037849,3
49.900045,0,0,0.333333,48,100,100,0,100,0,100,100,1,1,59,0.5,13,1,100,100,-1,100,-1,42,0.5,0,0,0,6,0.9511,3
53.939423,3,4,0.2,152,40,100,0,0,0,100,100,10,8,169,0,19,6,90,100,-1,100,-1,50,0,0,0,0,4,1.391985,5
49.103961,3,0,0.115385,231,42.857143,100,0,0,0,100,100,14,21,252,0,22,1,95,100,-1,100,-1,47,1,0,0,0,5,1.373918,8
50.257999,3,2,0.166667,72,75,100,0,0,100,100,100,4,1,78,0,8,2,100,-1,-1,100,100,25,0,0,0,0,4,1.291538,0
40.549825,2,1,0.5,36,50,100,0,100,100,100,100,2,1,41,0,6,3,100,100,-1,100,-1,0,1,1,0,0,4,2.230284,0
48.570955,28,2,0.148148,532,30.76923,100,0,0,100,89.743591,89.743591,39,53,804,0.2,87,2,72,-1,-1,70,-1,51,0.8,0.5,0,0,6,2.211328,2
47.350454,0,2,0.222222,36,50,100,0,100,100,100,100,2,1,157,0,15,3,50,100,-1,100,-1,41,0,0,0,0,3,11.684932,0
49.22222,2,0,0.5,62,50,100,0,0,0,100,100,4,4,69,0,10,3,100,100,-1,100,-1,0,1,1,0,0,5,1.550459,1
47.894229,0,3,0.12,136,42.857143,100,0,0,0,100,100,7,5,748,0.222222,19,17,100,-1,-1,100,-1,0,0.777778,0.214286,0,0.071429,6,10.377309,2
48.695261,0,0,0.333333,35,50,100,0,0,100,100,100,2,1,161,0,8,1,100,-1,-1,66,-1,40,1,0,0,0,4,4.601351,0
51.664723,17,3,0.069767,323,38.095238,100,0,0,0,66.666664,66.666664,21,31,1186,0.434783,34,7,100,100,-1,100,-1,46,0.565217,0.692308,0,0.384615,5,7.472637,0
42.232463,0,0,0.4,42,50,100,0,0,100,100,100,2,1,177,0,8,1,100,-1,-1,100,-1,25,0,0,0,0,5,8.366337,1
38.770529,0,2,0.107143,160,83.333336,100,0,0,0,100,100,6,11,627,0,16,4,66,-1,-1,57,100,42,1,0,0,0,4,10.458791,1
50.011765,0,1,0.272727,62,100,100,0,0,100,100,100,1,1,262,0,10,7,50,-1,-1,75,-1,40,1,0.666667,0,0.833333,3,8.715152,0
26.453888,0,4,0.307692,119,55.555557,100,0,0,100,100,100,9,15,143,0.538462,27,7,100,-1,-1,100,-1,47,0.461538,0.333333,0.166667,0.333333,5,1.657419,2
